"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","BuildingAge","Revonated"
"475",475,"120","RL",41,5330,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf",1494,"GasA","Ex","Y","SBrkr",1652,"1","0","2","0","2","1","Ex","6","Typ","0","NoFirePlc","Attchd","RFn","2",499,"TA","TA","Y",96,48,0,0,0,0,"NoPool","NoFence","None",0,"8","2007","WD","Normal",251000,"19","19"
"476",476,"20","RL",80,8480,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story","5","6","Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","GLQ","Unf",970,"GasA","TA","Y","SBrkr",970,"1","0","1","0","2","1","TA","5","Typ","0","NoFirePlc","Detchd","Unf","2",624,"TA","TA","Y",0,24,0,0,192,0,"NoPool","NoFence","None",0,"7","2007","WD","Normal",132500,"56","56"
"477",477,"20","RL",75,13125,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",215,"TA","TA","PConc","Gd","TA","Gd","GLQ","Unf",1478,"GasA","Ex","Y","SBrkr",1493,"1","0","2","0","3","1","Gd","7","Typ","1","TA","Attchd","Fin","2",508,"TA","TA","Y",140,39,0,0,0,0,"NoPool","NoFence","None",0,"4","2008","WD","Normal",208900,"22","21"
"478",478,"60","RL",105,13693,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","9","5","Hip","CompShg","VinylSd","VinylSd","BrkFace",772,"Ex","TA","PConc","Gd","TA","Av","Unf","Unf",2153,"GasA","Ex","Y","SBrkr",2643,"0","0","2","1","3","1","Ex","9","Typ","1","Gd","BuiltIn","Fin","3",694,"TA","TA","Y",414,84,0,0,0,0,"NoPool","NoFence","None",0,"3","2007","WD","Normal",380000,"13","13"
"479",479,"20","RL",79,10637,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","8","5","Hip","CompShg","VinylSd","VinylSd","Stone",336,"Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf",1705,"GasA","Ex","Y","SBrkr",1718,"1","0","2","0","3","1","Gd","7","Typ","1","Gd","Attchd","RFn","3",826,"TA","TA","Y",208,44,0,0,0,0,"NoPool","NoFence","None",0,"9","2009","WD","Normal",297000,"12","11"
"480",480,"30","RM",50,5925,"Pave","No Alley","Reg","Bnk","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","4","7","Hip","CompShg","Stucco","Stucco","BrkCmn",435,"TA","TA","BrkTil","Fa","TA","No","Rec","Unf",907,"GasA","TA","Y","SBrkr",1131,"0","0","1","0","2","1","TA","7","Typ","0","NoFirePlc","Detchd","Unf","2",672,"TA","TA","Y",0,72,0,0,0,0,"NoPool","MnPrv","None",0,"3","2007","WD","Alloca",89471,"82","19"
"481",481,"20","RL",98,16033,"Pave","No Alley","IR1","Lvl","AllPub","FR2","Gtl","NridgHt","Norm","Norm","1Fam","1Story","9","5","Hip","CompShg","VinylSd","VinylSd","BrkFace",378,"Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf",1833,"GasA","Ex","Y","SBrkr",1850,"1","0","2","0","3","1","Gd","8","Typ","1","Gd","Attchd","Fin","3",772,"TA","TA","Y",519,112,0,0,0,0,"NoPool","NoFence","None",0,"3","2006","WD","Normal",326000,"15","14"
"482",482,"20","RL",72,11846,"Pave","No Alley","IR1","HLS","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","9","5","Hip","CompShg","VinylSd","VinylSd","BrkFace",562,"Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf",1792,"GasA","Ex","Y","SBrkr",1792,"1","0","2","0","2","1","Ex","6","Typ","1","Gd","Attchd","Fin","3",874,"TA","TA","Y",206,49,0,0,0,0,"NoPool","NoFence","None",0,"8","2006","WD","Normal",374000,"16","15"
"483",483,"70","RM",50,2500,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story","7","8","Gable","CompShg","Stucco","Stucco","None",0,"Gd","TA","PConc","TA","TA","No","ALQ","Unf",910,"GasA","Ex","Y","SBrkr",1826,"1","0","1","1","4","1","Ex","7","Min2","1","Gd","Attchd","Unf","1",164,"Fa","Fa","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"6","2009","WD","Normal",155000,"104","14"
"484",484,"120","RM",32,4500,"Pave","No Alley","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","Twnhs","1Story","6","5","Hip","CompShg","VinylSd","VinylSd","BrkFace",116,"TA","TA","PConc","Ex","TA","No","GLQ","Unf",1216,"GasA","Ex","Y","SBrkr",1216,"1","0","2","0","2","1","TA","5","Typ","0","NoFirePlc","Attchd","Unf","2",402,"TA","TA","Y",0,125,0,0,0,0,"NoPool","NoFence","None",0,"5","2006","WD","Normal",164000,"21","21"
"485",485,"20","RL",69,7758,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","HdBoard","Plywood","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ","Unf",999,"GasA","Gd","Y","SBrkr",999,"1","0","1","0","3","1","Gd","6","Typ","0","NoFirePlc","Detchd","Unf","1",264,"TA","TA","Y",0,132,0,0,0,0,"NoPool","NoFence","None",0,"3","2007","WD","Normal",132500,"57","18"
"486",486,"20","RL",80,9600,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ","Unf",1113,"GasA","Gd","Y","SBrkr",1113,"0","0","1","0","3","1","Gd","5","Typ","1","Gd","Attchd","Unf","1",264,"TA","TA","Y",0,80,120,0,0,0,"NoPool","NoFence","None",0,"7","2009","WD","Normal",147000,"69","12"
"487",487,"20","RL",79,10289,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","7","Hip","CompShg","MetalSd","MetalSd","BrkFace",168,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",1073,"GasA","TA","Y","SBrkr",1073,"1","0","1","1","3","1","TA","6","Typ","0","NoFirePlc","Attchd","RFn","2",515,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"6","2007","WD","Normal",156000,"54","54"
"488",488,"20","RL",70,12243,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","5","6","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ","Unf",1484,"GasA","Gd","Y","SBrkr",1484,"0","0","2","0","3","1","TA","7","Typ","1","TA","Attchd","Unf","2",487,"TA","TA","Y",224,0,0,0,180,0,"NoPool","NoFence","None",0,"2","2007","WD","Normal",175000,"48","48"
"489",489,"190","RL",60,10800,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin","5","4","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Fa","CBlock","TA","Fa","No","BLQ","Unf",954,"GasA","TA","N","FuseA",2414,"0","0","2","0","3","2","TA","10","Mod","1","Gd","Attchd","Unf","2",520,"TA","Fa","N",142,0,0,0,0,0,"NoPool","NoFence","None",0,"5","2006","ConLD","Normal",160000,"119","49"
"490",490,"180","RM",21,1526,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer","4","8","Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","Gd","TA","Av","GLQ","Unf",630,"GasA","TA","Y","SBrkr",630,"1","0","1","0","1","1","Gd","3","Typ","0","NoFirePlc","Attchd","Unf","1",286,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"5","2009","WD","Normal",86000,"49","17"
"491",491,"160","RM",69,2665,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","5","6","Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","Mn","Unf","Unf",264,"GasA","TA","Y","SBrkr",1304,"0","0","1","1","3","1","TA","4","Typ","1","Gd","BuiltIn","Fin","1",336,"TA","TA","Y",141,24,0,0,0,0,"NoPool","NoFence","None",0,"6","2008","WD","Normal",115000,"43","43"
"492",492,"50","RL",79,9490,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin","6","7","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","Rec",806,"GasA","TA","Y","FuseA",1578,"1","0","1","0","3","1","Fa","5","Typ","2","TA","Attchd","Unf","1",240,"TA","TA","Y",0,0,32,0,0,0,"NoPool","MnPrv","None",0,"8","2006","WD","Normal",133000,"78","69"
"493",493,"60","RL",105,15578,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",728,"GasA","Gd","Y","SBrkr",1456,"0","0","2","1","3","1","TA","8","Typ","0","NoFirePlc","Attchd","RFn","2",429,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"5","2006","New","Partial",172785,"13","13"
"494",494,"20","RL",70,7931,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","6","Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","LwQ",1269,"GasA","TA","Y","FuseA",1269,"0","0","1","1","3","1","TA","6","Typ","1","Fa","Detchd","Unf","1",308,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"6","2008","WD","Normal",155000,"59","59"
"495",495,"30","RM",50,5784,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story","5","8","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf","Unf",190,"GasA","Gd","Y","FuseA",886,"0","0","1","0","2","1","TA","4","Typ","0","NoFirePlc","Attchd","Unf","1",273,"TA","TA","Y",144,20,80,0,0,0,"NoPool","NoFence","None",0,"12","2009","WD","Normal",91300,"81","23"
"496",496,"30","C (all)",60,7879,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story","4","5","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec","Unf",720,"GasA","TA","N","FuseA",720,"0","0","1","0","2","1","TA","4","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","N",0,523,115,0,0,0,"NoPool","GdWo","None",0,"11","2009","WD","Abnorml",34900,"99","69"
"497",497,"20","RL",69,12692,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story","8","5","Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",3200,"GasA","Ex","Y","SBrkr",3228,"1","0","3","0","4","1","Gd","10","Typ","1","Gd","Attchd","RFn","2",546,"TA","TA","Y",264,75,291,0,0,0,"NoPool","NoFence","None",0,"5","2007","WD","Normal",430000,"27","26"
"498",498,"50","RL",60,9120,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","7","6","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","PConc","TA","TA","No","Rec","Unf",1026,"GasA","Ex","Y","SBrkr",1820,"1","0","2","0","4","1","TA","8","Typ","0","NoFirePlc","Detchd","Unf","1",240,"TA","TA","N",0,100,0,0,0,0,"NoPool","GdPrv","None",0,"6","2008","WD","Normal",184000,"94","69"
"499",499,"20","RL",65,7800,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","5","7","Hip","CompShg","HdBoard","HdBoard","BrkFace",89,"TA","TA","PConc","TA","TA","No","ALQ","Unf",864,"GasA","Ex","Y","SBrkr",899,"0","0","1","0","3","1","Gd","5","Typ","0","NoFirePlc","Attchd","Fin","1",288,"TA","TA","Y",64,0,0,0,0,0,"NoPool","MnPrv","None",0,"6","2009","WD","Normal",130000,"52","15"
"500",500,"20","RL",70,7535,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","LwQ",912,"GasA","Fa","Y","SBrkr",912,"0","1","1","0","2","1","TA","5","Typ","0","NoFirePlc","Attchd","Fin","1",297,"TA","TA","Y",12,285,0,0,0,0,"NoPool","MnWw","Shed",480,"6","2007","WD","Normal",120000,"61","34"
"501",501,"160","RM",21,1890,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story","6","5","Gable","CompShg","HdBoard","HdBoard","BrkFace",285,"TA","TA","CBlock","TA","TA","No","BLQ","Unf",672,"GasA","TA","Y","SBrkr",1218,"0","0","1","1","3","1","TA","7","Typ","0","NoFirePlc","Detchd","Unf","1",264,"TA","TA","Y",144,28,0,0,0,0,"NoPool","NoFence","None",0,"5","2007","WD","Normal",113000,"46","46"
"502",502,"60","FV",75,9803,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",866,"GasA","Gd","Y","SBrkr",1768,"0","0","2","1","3","1","Gd","7","Typ","0","NoFirePlc","Attchd","RFn","2",603,"TA","TA","Y",0,108,0,0,0,0,"NoPool","NoFence","None",0,"2","2008","WD","Normal",226700,"14","14"
"503",503,"20","RL",70,9170,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Feedr","Norm","1Fam","1Story","5","7","Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","GLQ",1214,"GasA","Ex","Y","SBrkr",1214,"1","0","1","0","2","1","TA","6","Typ","0","NoFirePlc","Detchd","Unf","2",461,"Fa","Fa","Y",0,0,184,0,0,0,"NoPool","GdPrv","Shed",400,"4","2007","WD","Normal",140000,"54","54"
"504",504,"20","RL",100,15602,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story","7","8","Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",1501,"GasA","TA","Y","SBrkr",1801,"1","0","2","0","1","1","TA","6","Typ","2","TA","Attchd","Fin","2",484,"TA","TA","Y",0,54,0,0,161,0,"NoPool","GdWo","None",0,"3","2010","WD","Normal",289000,"60","22"
"505",505,"160","RL",24,2308,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","TwnhsE","2Story","6","5","Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Rec",855,"GasA","TA","Y","SBrkr",1322,"0","1","2","1","3","1","TA","6","Typ","1","Fa","Attchd","Unf","2",440,"TA","TA","Y",260,0,0,0,0,0,"NoPool","NoFence","None",0,"6","2009","WD","Normal",147000,"45","45"
"506",506,"90","RM",60,7596,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","Duplex","2Story","5","5","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",360,"TA","TA","CBlock","TA","TA","No","Unf","Unf",960,"GasA","Gd","Y","SBrkr",1960,"0","0","2","0","4","2","TA","10","Typ","0","NoFirePlc","Detchd","Unf","2",400,"TA","TA","N",0,0,0,0,0,0,"NoPool","NoFence","None",0,"7","2009","COD","Normal",124500,"67","67"
"507",507,"60","RL",80,9554,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","8","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",125,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",777,"GasA","Ex","Y","SBrkr",1911,"0","0","2","1","3","1","Gd","8","Typ","1","TA","Attchd","RFn","2",471,"TA","TA","Y",182,81,0,0,0,0,"NoPool","NoFence","None",0,"9","2006","WD","Normal",215000,"26","25"
"508",508,"20","FV",75,7862,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",1218,"GasA","Ex","Y","SBrkr",1218,"0","0","2","0","2","1","Gd","4","Typ","0","NoFirePlc","Attchd","Fin","2",676,"TA","TA","Y",0,102,0,0,0,0,"NoPool","NoFence","None",0,"9","2009","New","Partial",208300,"10","10"
"509",509,"70","RM",60,9600,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","7","9","Gambrel","CompShg","MetalSd","MetalSd","None",0,"TA","Ex","BrkTil","TA","TA","No","Rec","Unf",689,"GasA","Ex","Y","SBrkr",1378,"0","0","2","0","3","1","Gd","7","Typ","1","Gd","Detchd","Unf","2",360,"TA","TA","N",0,0,116,0,0,0,"NoPool","NoFence","None",0,"10","2008","WD","Normal",161000,"91","14"
"510",510,"20","RL",80,9600,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","6","Gable","CompShg","MetalSd","MetalSd","BrkFace",132,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",1041,"GasA","Ex","Y","SBrkr",1041,"1","0","1","0","3","1","TA","6","Typ","0","NoFirePlc","Attchd","RFn","1",270,"TA","TA","Y",224,88,0,0,0,0,"NoPool","MnPrv","None",0,"7","2009","WD","Normal",124500,"60","60"
"511",511,"20","RL",75,14559,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","7","Hip","CompShg","Wd Sdng","Wd Sdng","BrkCmn",70,"Gd","TA","CBlock","TA","TA","No","BLQ","Rec",1008,"GasA","Ex","Y","SBrkr",1363,"1","0","1","0","2","1","TA","6","Min1","2","TA","CarPort","Unf","1",288,"TA","TA","Y",324,42,0,0,168,0,"NoPool","NoFence","Shed",2000,"6","2009","WD","Normal",164900,"68","19"
"512",512,"120","RL",40,6792,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","Stone",94,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",1368,"GasA","Ex","Y","SBrkr",1368,"0","0","2","0","2","1","Gd","6","Typ","1","Gd","Attchd","RFn","2",474,"TA","TA","Y",132,35,0,0,0,0,"NoPool","NoFence","None",0,"3","2006","New","Partial",202665,"14","13"
"513",513,"20","RL",70,9100,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story","5","5","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","LwQ",864,"GasA","TA","Y","SBrkr",864,"1","0","1","0","3","1","TA","5","Typ","0","NoFirePlc","Detchd","Unf","2",624,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"7","2006","WD","Normal",129900,"61","61"
"514",514,"20","RL",71,9187,"Pave","No Alley","Reg","Bnk","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story","6","5","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","TA","TA","No","ALQ","Unf",1084,"GasA","TA","Y","SBrkr",1080,"0","0","1","1","3","1","TA","5","Typ","0","NoFirePlc","Attchd","Unf","2",484,"TA","TA","Y",120,0,158,0,0,0,"NoPool","NoFence","None",0,"6","2007","WD","Normal",134000,"36","36"
"515",515,"45","RL",55,10594,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Unf","5","5","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",768,"Grav","Fa","N","SBrkr",789,"0","0","1","0","2","1","TA","5","Typ","0","NoFirePlc","Detchd","Unf","1",200,"Po","Po","Y",0,0,112,0,0,0,"NoPool","MnPrv","None",0,"6","2007","WD","Normal",96500,"93","69"
"516",516,"20","RL",94,12220,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","10","5","Hip","CompShg","CemntBd","CmentBd","BrkFace",305,"Ex","TA","CBlock","Ex","TA","No","GLQ","Unf",2006,"GasA","Ex","Y","SBrkr",2020,"1","0","2","1","3","1","Ex","9","Typ","1","Gd","Attchd","Fin","3",900,"TA","TA","Y",156,54,0,0,0,0,"NoPool","NoFence","None",0,"9","2009","New","Partial",402861,"10","10"
"517",517,"80","RL",69,10448,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","SLvl","6","6","Gable","CompShg","HdBoard","HdBoard","BrkFace",333,"TA","TA","CBlock","TA","TA","No","Unf","Unf",689,"GasA","TA","Y","SBrkr",2119,"0","0","2","1","3","1","TA","7","Typ","1","TA","Attchd","RFn","2",583,"TA","TA","Y",0,104,0,0,0,0,"NoPool","GdPrv","None",0,"8","2009","COD","Abnorml",158000,"47","47"
"518",518,"60","RL",79,10208,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",921,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",1264,"GasA","Ex","Y","SBrkr",2344,"0","0","2","1","3","1","Gd","7","Typ","1","TA","Attchd","RFn","3",889,"TA","TA","Y",220,0,0,0,0,0,"NoPool","NoFence","None",0,"7","2009","WD","Normal",265000,"23","22"
"519",519,"60","RL",69,9531,"Pave","No Alley","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ","Unf",794,"GasA","Ex","Y","SBrkr",1796,"1","0","2","1","3","1","TA","7","Typ","0","NoFirePlc","Attchd","RFn","2",546,"TA","TA","Y",0,36,0,0,0,0,"NoPool","MnPrv","None",0,"5","2007","WD","Normal",211000,"21","21"
"520",520,"70","RL",53,10918,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story","7","9","Gambrel","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","BrkTil","Gd","TA","No","Unf","Unf",1276,"GasA","Ex","Y","SBrkr",2080,"0","0","1","1","3","1","Gd","9","Typ","2","Gd","Detchd","Unf","1",282,"TA","TA","Y",0,0,0,0,145,0,"NoPool","MnPrv","None",0,"6","2009","WD","Normal",234000,"93","15"
"521",521,"190","RL",60,10800,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story","4","7","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","NoBase","NoBase","NoBase","NoBase","NoBase",0,"GasA","TA","N","FuseA",1294,"0","0","2","0","3","2","TA","7","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","N",220,114,210,0,0,0,"NoPool","NoFence","None",0,"8","2008","WD","Normal",106250,"119","19"
"522",522,"20","RL",90,11988,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story","6","6","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec","Unf",1244,"GasA","Ex","Y","FuseA",1244,"0","0","1","1","3","1","TA","6","Typ","2","Gd","Attchd","Unf","1",336,"TA","TA","Y",0,40,0,0,0,0,"NoPool","NoFence","None",0,"5","2007","WD","Normal",150000,"62","62"
"523",523,"50","RM",50,5000,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Norm","1Fam","1.5Fin","6","7","Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ","Unf",1004,"GasA","Ex","Y","SBrkr",1664,"0","0","2","0","3","1","TA","7","Typ","2","Gd","Detchd","Unf","2",420,"TA","TA","Y",0,24,36,0,0,0,"NoPool","NoFence","None",0,"10","2006","WD","Normal",159000,"72","69"
"524",524,"60","RL",130,40094,"Pave","No Alley","IR1","Bnk","AllPub","Inside","Gtl","Edwards","PosN","PosN","1Fam","2Story","10","5","Hip","CompShg","CemntBd","CmentBd","Stone",762,"Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf",3138,"GasA","Ex","Y","SBrkr",4676,"1","0","3","1","3","1","Ex","11","Typ","1","Gd","BuiltIn","Fin","3",884,"TA","TA","Y",208,406,0,0,0,0,"NoPool","NoFence","None",0,"10","2007","New","Partial",184750,"12","11"
"525",525,"60","RL",95,11787,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",594,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",1379,"GasA","Ex","Y","SBrkr",2398,"1","0","2","1","3","1","Gd","8","Typ","1","TA","Attchd","Fin","3",834,"TA","TA","Y",239,60,0,0,0,0,"NoPool","NoFence","None",0,"8","2007","WD","Normal",315750,"23","22"
"526",526,"20","FV",62,7500,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",1257,"GasA","Ex","Y","SBrkr",1266,"0","0","2","0","3","1","Gd","6","Typ","1","TA","Attchd","Unf","2",453,"TA","TA","Y",38,144,0,0,0,0,"NoPool","NoFence","None",0,"4","2006","WD","Normal",176000,"14","14"
